,002049,002180,002371,600171,600460,600584
2019-10-28 14:15:00,52.62,27.85,67.5,15.9,15.3,18.57
2019-10-28 14:30:00,52.52,27.9,67.26,15.88,15.25,18.47
2019-10-29 09:30:00,52.21,27.92,69.9,15.7,15.17,18.5
2019-10-29 09:45:00,51.81,27.83,69.13,15.64,15.09,18.98
2019-10-29 10:00:00,51.68,27.8,69.72,15.65,15.08,19.0
2019-10-29 10:15:00,51.5,27.66,69.35,15.56,15.03,18.77
2019-10-29 10:30:00,51.81,27.75,69.5,15.64,15.07,18.82
2019-10-29 10:45:00,51.6,27.81,68.88,15.63,15.04,18.87
2019-10-29 11:00:00,51.47,27.77,68.9,15.58,14.97,19.06
2019-10-29 11:15:00,51.46,,68.87,,,
2019-10-29 13:00:00,51.49,27.8,68.4,15.57,14.99,19.03
2019-10-29 13:15:00,51.34,27.8,67.89,15.58,14.97,19.19
2019-10-29 13:30:00,51.23,27.65,67.32,15.54,14.93,19.05
2019-10-29 13:45:00,51.2,27.6,67.38,15.56,14.94,18.99
2019-10-29 14:00:00,51.12,27.44,67.21,15.61,14.92,18.88
2019-10-29 14:15:00,51.2,27.53,66.91,15.56,14.88,18.79
2019-10-29 14:30:00,51.12,27.45,67.33,15.55,14.85,18.73
2019-10-30 09:30:00,50.95,27.65,67.8,15.31,14.6,19.31
2019-10-30 09:45:00,51.49,27.19,69.14,15.56,14.93,19.12
2019-10-30 10:00:00,51.37,27.24,68.6,15.55,14.94,18.54
2019-10-30 10:15:00,52.2,27.5,69.79,15.71,15.1,18.84
2019-10-30 10:30:00,52.49,27.82,69.34,15.7,15.15,18.78
2019-10-30 10:45:00,52.36,27.98,69.16,15.67,15.07,18.69
2019-10-30 11:00:00,52.21,28.0,68.72,15.64,15.05,18.45
2019-10-30 11:15:00,52.04,,68.52,,,
2019-10-30 13:00:00,52.0,28.01,68.77,15.63,15.05,18.59
2019-10-30 13:15:00,51.92,27.9,68.46,15.53,14.99,18.44
2019-10-30 13:30:00,52.0,28.0,68.87,15.56,15.04,18.47
2019-10-30 13:45:00,51.83,27.95,68.87,15.51,14.99,18.41
2019-10-30 14:00:00,51.69,28.0,68.68,15.5,14.95,18.29
2019-10-30 14:15:00,51.6,27.88,68.46,15.41,14.93,18.33
2019-10-30 14:30:00,51.74,27.88,68.76,15.43,14.98,18.37
2019-10-31 09:30:00,51.13,28.15,70.2,15.44,14.72,18.54
2019-10-31 09:45:00,51.5,28.29,70.2,15.47,14.78,18.87
2019-10-31 10:00:00,51.25,28.29,70.55,15.41,14.75,19.11
2019-10-31 10:15:00,51.17,28.4,71.2,15.42,14.75,19.02
2019-10-31 10:30:00,51.38,28.08,71.4,15.44,14.76,18.91
2019-10-31 10:45:00,51.65,28.0,71.49,15.56,14.85,19.0
2019-10-31 11:00:00,51.74,27.97,71.71,15.54,14.86,19.04
2019-10-31 11:15:00,51.56,27.8,71.49,,14.79,
2019-10-31 13:00:00,51.39,27.9,71.61,15.52,14.77,18.86
2019-10-31 13:15:00,51.21,27.86,70.91,15.4,14.74,18.65
2019-10-31 13:30:00,51.11,28.0,71.0,15.4,14.7,18.63
2019-10-31 13:45:00,50.87,28.18,70.7,15.36,14.65,18.61
2019-10-31 14:00:00,51.25,28.19,71.05,15.43,14.75,18.69
2019-10-31 14:15:00,51.02,28.05,70.88,15.41,14.68,18.56
2019-10-31 14:30:00,51.01,27.99,70.84,15.37,14.66,18.43
2019-11-01 09:30:00,50.6,27.68,70.2,15.2,14.65,18.23
2019-11-01 09:45:00,51.03,27.9,70.41,15.25,14.82,18.59
2019-11-01 10:00:00,51.35,28.05,70.4,15.4,14.83,18.72
2019-11-01 10:15:00,51.15,27.9,69.73,15.35,14.84,18.69
2019-11-01 10:30:00,50.75,27.86,69.5,15.26,14.79,18.53
2019-11-01 10:45:00,51.06,28.05,70.4,15.38,14.85,18.68
2019-11-01 11:00:00,50.99,27.94,70.01,15.34,14.82,18.48
2019-11-01 11:15:00,,,,,,
2019-11-01 13:00:00,51.32,27.86,70.34,15.47,14.86,18.82
2019-11-01 13:15:00,51.37,27.95,70.61,15.49,14.84,18.9
2019-11-01 13:30:00,51.38,27.86,70.58,15.49,14.87,18.82
2019-11-01 13:45:00,51.29,27.96,71.11,15.49,14.83,18.79
2019-11-01 14:00:00,50.93,27.88,70.69,15.41,14.79,18.66
2019-11-01 14:15:00,50.95,27.8,70.91,15.42,14.81,18.7
2019-11-01 14:30:00,51.0,27.91,70.79,15.41,14.81,18.67
2019-11-04 09:30:00,51.38,28.08,70.48,15.59,15.07,18.7
2019-11-04 09:45:00,51.69,28.17,70.83,15.65,15.11,18.92
2019-11-04 10:00:00,51.63,28.01,70.55,15.65,15.07,18.83
2019-11-04 10:15:00,51.9,28.06,71.46,15.59,15.08,18.88
2019-11-04 10:30:00,51.76,28.04,71.36,15.69,15.09,18.95
2019-11-04 10:45:00,51.88,28.11,71.26,15.69,15.1,18.97
2019-11-04 11:00:00,51.84,28.08,71.32,15.7,15.09,18.9
2019-11-04 11:15:00,52.15,,71.37,,,
2019-11-04 13:00:00,52.07,28.05,71.01,15.68,15.04,18.89
2019-11-04 13:15:00,51.86,28.02,70.84,15.64,15.0,18.81
2019-11-04 13:30:00,52.13,27.94,71.4,15.65,15.01,18.9
2019-11-04 13:45:00,51.99,27.76,71.0,15.57,14.93,18.87
2019-11-04 14:00:00,51.94,27.82,71.11,15.57,14.96,19.06
2019-11-04 14:15:00,52.16,27.79,71.49,15.57,15.05,18.98
2019-11-04 14:30:00,52.05,27.65,71.18,15.48,14.99,18.92
2019-11-05 09:30:00,51.62,27.65,72.0,15.59,15.03,18.99
2019-11-05 09:45:00,51.52,27.51,71.52,15.57,15.05,19.06
2019-11-05 10:00:00,51.45,27.5,71.21,15.47,14.91,18.88
2019-11-05 10:15:00,51.43,27.32,71.7,15.5,14.98,19.06
2019-11-05 10:30:00,51.41,27.1,71.92,15.54,15.01,19.05
2019-11-05 10:45:00,51.35,27.08,71.91,15.53,14.99,19.07
2019-11-05 11:00:00,51.42,27.21,71.69,15.55,15.06,19.06
2019-11-05 11:15:00,51.89,27.41,72.5,,,
2019-11-05 13:00:00,51.96,27.55,72.51,15.69,15.16,19.17
2019-11-05 13:15:00,52.11,27.45,73.33,15.67,15.2,19.19
2019-11-05 13:30:00,52.21,27.4,73.18,15.62,15.18,19.09
2019-11-05 13:45:00,51.91,27.45,73.09,15.62,15.18,19.09
2019-11-05 14:00:00,52.08,27.5,73.27,15.64,15.15,19.08
2019-11-05 14:15:00,51.75,27.45,72.92,15.59,15.15,19.07
2019-11-05 14:30:00,51.62,27.17,72.82,15.59,15.14,19.09
2019-11-06 09:30:00,51.89,27.52,72.2,15.62,15.48,19.05
2019-11-06 09:45:00,51.66,27.4,71.5,15.57,15.39,19.02
2019-11-06 10:00:00,51.45,27.53,72.17,15.51,15.37,19.03
2019-11-06 10:15:00,51.19,27.64,72.15,15.5,15.4,18.9
2019-11-06 10:30:00,50.74,27.67,71.51,15.37,15.36,18.88
2019-11-06 10:45:00,49.77,27.62,71.18,15.21,15.2,18.74
2019-11-06 11:00:00,49.84,27.58,71.17,15.27,15.26,18.87
2019-11-06 11:15:00,47.02,27.4,70.08,,,
2019-11-06 13:00:00,47.55,27.28,70.83,14.75,15.11,18.66
2019-11-06 13:15:00,47.45,27.26,69.95,14.75,15.07,18.5
2019-11-06 13:30:00,47.3,27.23,70.1,14.71,15.13,18.73
2019-11-06 13:45:00,47.09,27.16,69.8,14.72,15.0,18.64
2019-11-06 14:00:00,47.13,27.17,70.15,14.73,15.03,18.63
2019-11-06 14:15:00,46.98,27.1,69.84,14.66,14.97,18.54
2019-11-06 14:30:00,46.98,27.13,69.88,14.47,14.94,18.53
2019-11-07 09:30:00,48.01,27.28,70.75,14.73,14.89,18.55
2019-11-07 09:45:00,47.97,27.23,70.11,14.65,14.99,18.45
2019-11-07 10:00:00,47.72,27.37,70.4,14.72,15.06,18.48
2019-11-07 10:15:00,47.4,27.28,70.78,14.76,15.07,18.55
2019-11-07 10:30:00,47.66,27.29,70.89,14.74,15.04,18.51
2019-11-07 10:45:00,47.37,27.3,70.56,14.68,14.99,18.37
2019-11-07 11:00:00,47.41,27.32,70.33,14.6,14.94,18.31
2019-11-07 11:15:00,47.27,27.29,,,,
2019-11-07 13:00:00,47.28,27.2,70.37,14.6,14.89,18.36
2019-11-07 13:15:00,47.36,27.15,70.39,14.61,14.9,18.5
2019-11-07 13:30:00,47.2,27.11,70.51,14.58,14.92,18.68
2019-11-07 13:45:00,47.21,27.11,70.71,14.63,14.9,18.64
2019-11-07 14:00:00,47.34,27.15,71.08,14.62,15.02,18.66
2019-11-07 14:15:00,47.35,27.09,70.7,14.63,14.96,18.54
2019-11-07 14:30:00,47.33,27.12,71.0,14.62,14.93,18.61
2019-11-08 09:30:00,47.66,27.51,71.55,14.69,15.13,18.84
2019-11-08 09:45:00,47.89,28.05,71.29,14.74,15.21,18.95
2019-11-08 10:00:00,48.08,28.2,71.31,14.77,15.45,18.93
2019-11-08 10:15:00,47.97,28.63,70.52,14.75,15.48,18.76
2019-11-08 10:30:00,47.81,28.58,70.78,14.75,15.43,18.7
2019-11-08 10:45:00,47.82,29.0,70.61,14.74,15.4,18.66
2019-11-08 11:00:00,47.97,28.98,71.05,14.74,15.45,18.66
2019-11-08 11:15:00,48.01,29.1,71.55,,,
2019-11-08 13:00:00,47.84,28.99,70.91,14.72,15.45,18.59
2019-11-08 13:15:00,47.68,29.07,70.7,14.67,15.38,18.42
2019-11-08 13:30:00,47.63,29.02,70.58,14.65,15.34,18.37
2019-11-08 13:45:00,47.82,29.26,70.75,14.67,15.37,18.46
2019-11-08 14:00:00,47.55,29.15,70.11,14.58,15.27,18.39
2019-11-08 14:15:00,47.33,28.83,70.02,14.6,15.32,18.32
2019-11-08 14:30:00,47.59,28.87,70.34,14.57,15.31,18.36
2019-11-11 09:30:00,46.27,28.18,69.81,14.3,15.09,18.29
2019-11-11 09:45:00,45.91,27.81,69.68,14.26,15.02,17.99
2019-11-11 10:00:00,45.88,27.85,69.64,14.23,15.01,18.0
2019-11-11 10:15:00,45.7,27.56,69.46,14.2,15.0,17.93
2019-11-11 10:30:00,45.74,27.56,69.19,14.23,14.91,17.99
2019-11-11 10:45:00,45.93,27.63,68.9,14.28,14.98,17.95
2019-11-11 11:00:00,45.71,27.38,68.54,14.21,14.93,17.84
2019-11-11 11:15:00,45.6,,,,,
2019-11-11 13:00:00,45.3,27.12,69.15,14.16,14.91,17.89
2019-11-11 13:15:00,45.2,27.27,69.33,14.19,14.93,17.87
2019-11-11 13:30:00,45.36,27.03,69.25,14.17,14.92,17.84
2019-11-11 13:45:00,45.2,27.2,69.07,14.15,14.87,17.78
2019-11-11 14:00:00,45.35,27.13,69.0,14.11,14.81,17.8
2019-11-11 14:15:00,45.36,27.1,68.96,14.09,14.88,17.82
2019-11-11 14:30:00,45.1,27.06,68.45,14.05,14.83,17.71
2019-11-12 09:30:00,45.16,26.26,68.98,14.05,14.79,17.75
2019-11-12 09:45:00,44.29,26.17,67.8,13.8,14.33,17.62
2019-11-12 10:00:00,44.12,26.4,67.41,13.85,14.43,17.72
2019-11-12 10:15:00,44.29,26.39,67.24,13.9,14.49,17.68
2019-11-12 10:30:00,44.31,26.21,67.49,13.84,14.48,17.61
2019-11-12 10:45:00,44.19,26.27,67.33,13.71,14.44,17.49
2019-11-12 11:00:00,44.38,26.2,67.65,13.84,14.5,17.57
2019-11-12 11:15:00,44.43,26.1,67.55,,,
2019-11-12 13:00:00,44.57,26.49,67.91,13.91,14.61,17.6
2019-11-12 13:15:00,44.66,26.87,68.24,13.96,14.62,17.63
2019-11-12 13:30:00,45.3,27.07,69.1,14.06,14.7,17.72
2019-11-12 13:45:00,45.14,27.0,68.76,13.98,14.61,17.54
2019-11-12 14:00:00,45.25,27.46,69.1,14.04,14.65,17.63
2019-11-12 14:15:00,45.16,27.18,69.18,14.04,14.62,17.59
2019-11-12 14:30:00,45.22,27.23,69.07,14.03,14.6,17.6
2019-11-13 09:30:00,44.85,27.53,71.87,13.97,14.6,17.48
2019-11-13 09:45:00,45.45,27.8,73.99,14.08,14.75,17.88
2019-11-13 10:00:00,45.56,27.63,74.58,14.08,14.75,18.12
2019-11-13 10:15:00,45.31,27.59,74.2,13.98,14.65,18.08
2019-11-13 10:30:00,45.34,27.75,74.76,13.95,14.66,18.03
2019-11-13 10:45:00,45.85,27.92,76.12,14.1,14.82,18.29
2019-11-13 11:00:00,46.2,28.3,76.12,14.16,14.87,18.43
2019-11-13 11:15:00,46.18,28.62,,,,
2019-11-13 13:00:00,46.0,28.35,76.12,14.28,14.85,18.38
2019-11-13 13:15:00,45.93,28.3,76.12,14.27,14.87,18.42
2019-11-13 13:30:00,45.84,28.47,76.12,14.24,14.86,18.61
2019-11-13 13:45:00,45.79,28.33,76.12,14.23,14.89,18.68
2019-11-13 14:00:00,45.71,28.51,76.12,14.19,14.82,18.7
2019-11-13 14:15:00,45.67,28.43,76.12,14.17,14.79,18.65
2019-11-13 14:30:00,45.99,28.75,76.12,14.2,14.89,18.77
2019-11-14 09:30:00,45.85,28.82,78.6,14.42,14.99,18.92
2019-11-14 09:45:00,45.77,29.11,78.16,14.39,14.94,19.09
2019-11-14 10:00:00,45.56,29.11,77.58,14.34,14.85,19.17
2019-11-14 10:15:00,45.76,29.0,78.6,14.34,14.92,19.29
2019-11-14 10:30:00,45.85,29.14,78.99,14.4,14.94,19.53
2019-11-14 10:45:00,45.69,29.44,78.88,14.35,14.9,19.5
2019-11-14 11:00:00,46.06,29.81,79.05,14.43,15.12,19.93
2019-11-14 11:15:00,46.13,,79.01,,,
2019-11-14 13:00:00,46.14,30.06,78.98,14.44,15.2,20.09
2019-11-14 13:15:00,46.29,29.82,79.45,14.49,15.31,20.28
2019-11-14 13:30:00,46.6,29.8,79.0,14.56,15.39,20.45
2019-11-14 13:45:00,46.31,29.99,78.6,14.51,15.31,20.1
2019-11-14 14:00:00,46.39,29.84,78.55,14.55,15.32,20.12
2019-11-14 14:15:00,46.58,29.88,79.2,14.57,15.35,20.1
2019-11-14 14:30:00,46.33,29.79,78.7,14.5,15.31,19.94
2019-11-15 09:30:00,45.84,29.59,78.91,14.47,15.11,20.11
2019-11-15 09:45:00,45.63,29.63,78.8,14.35,15.12,20.43
2019-11-15 10:00:00,45.84,29.52,79.42,14.48,15.25,20.64
2019-11-15 10:15:00,45.89,29.7,78.96,14.42,15.2,20.34
2019-11-15 10:30:00,46.16,29.76,79.13,14.45,15.25,20.57
2019-11-15 10:45:00,46.62,29.85,80.18,14.57,15.33,20.75
2019-11-15 11:00:00,46.4,29.68,78.98,14.49,15.26,20.44
2019-11-15 11:15:00,46.16,,78.98,,,
2019-11-15 13:00:00,46.27,29.77,79.31,14.44,15.22,20.58
2019-11-15 13:15:00,46.45,29.77,79.3,14.48,15.26,20.5
2019-11-15 13:30:00,46.7,29.74,79.17,14.52,15.5,20.44
2019-11-15 13:45:00,46.46,29.65,78.83,14.5,15.34,20.31
2019-11-15 14:00:00,46.4,29.57,78.78,14.46,15.35,20.25
2019-11-15 14:15:00,46.13,29.55,78.21,14.41,15.25,20.13
2019-11-15 14:30:00,45.97,29.53,77.59,14.39,15.23,19.78
2019-11-18 09:30:00,45.78,29.36,77.01,14.36,15.14,20.15
2019-11-18 09:45:00,46.07,29.46,77.12,14.39,15.21,20.34
2019-11-18 10:00:00,45.76,29.1,76.56,14.26,15.09,20.23
2019-11-18 10:15:00,45.7,29.04,76.0,14.23,15.02,20.04
2019-11-18 10:30:00,45.84,29.17,76.46,14.3,15.1,20.17
2019-11-18 10:45:00,45.89,29.45,76.51,14.35,15.11,20.19
2019-11-18 11:00:00,45.74,29.3,76.0,14.28,15.07,20.08
2019-11-18 11:15:00,45.96,,76.52,,,
2019-11-18 13:00:00,45.7,29.31,76.32,14.32,15.13,20.08
2019-11-18 13:15:00,45.75,29.37,76.75,14.39,15.14,19.98
2019-11-18 13:30:00,45.68,29.32,76.57,14.39,15.18,19.91
2019-11-18 13:45:00,45.68,29.4,76.51,14.36,15.2,19.9
2019-11-18 14:00:00,45.78,29.34,76.48,14.37,15.19,20.08
2019-11-18 14:15:00,45.45,29.17,76.28,14.33,15.09,20.01
2019-11-18 14:30:00,45.59,29.38,76.4,14.32,15.1,20.13
2019-11-19 09:30:00,45.58,29.38,76.66,14.3,15.26,20.25
2019-11-19 09:45:00,45.58,29.77,76.5,14.37,15.4,20.04
2019-11-19 10:00:00,45.6,29.89,75.92,14.41,15.33,20.16
2019-11-19 10:15:00,45.57,29.9,75.96,14.42,15.4,20.09
2019-11-19 10:30:00,45.89,29.79,76.06,14.46,15.45,20.23
2019-11-19 10:45:00,45.92,29.77,76.68,14.48,15.38,20.27
2019-11-19 11:00:00,45.89,29.85,76.18,14.46,15.33,20.15
2019-11-19 11:15:00,45.88,,,,,
2019-11-19 13:00:00,45.88,29.72,75.93,14.5,15.32,20.1
2019-11-19 13:15:00,46.14,29.65,75.91,14.52,15.38,20.16
2019-11-19 13:30:00,46.01,29.53,76.1,14.5,15.31,20.2
2019-11-19 13:45:00,46.01,29.58,76.9,14.53,15.36,20.41
2019-11-19 14:00:00,46.04,29.58,76.32,14.49,15.34,20.22
2019-11-19 14:15:00,45.97,29.77,76.68,14.52,15.32,20.21
2019-11-19 14:30:00,46.05,29.84,76.63,14.56,15.55,20.32
2019-11-20 09:30:00,46.1,29.39,77.12,14.49,15.49,20.29
2019-11-20 09:45:00,46.1,29.6,77.94,14.5,15.49,20.39
2019-11-20 10:00:00,46.23,29.69,77.6,14.5,15.73,20.26
2019-11-20 10:15:00,46.12,29.64,77.31,14.47,15.71,20.15
2019-11-20 10:30:00,46.23,29.72,76.82,14.56,15.94,20.24
2019-11-20 10:45:00,46.5,29.81,76.77,14.54,15.96,20.35
2019-11-20 11:00:00,46.34,29.92,76.46,14.49,15.85,20.27
2019-11-20 11:15:00,46.45,29.96,,,,
2019-11-20 13:00:00,46.27,29.87,76.77,14.45,15.85,20.22
2019-11-20 13:15:00,46.08,29.81,76.22,14.41,15.8,20.02
2019-11-20 13:30:00,46.07,29.76,76.61,14.41,15.73,20.01
2019-11-20 13:45:00,46.07,29.79,76.51,14.41,15.81,20.07
2019-11-20 14:00:00,45.95,29.72,76.24,14.37,15.75,20.22
2019-11-20 14:15:00,45.75,29.6,76.1,14.35,15.73,20.25
2019-11-20 14:30:00,45.74,29.52,75.87,14.36,15.7,20.1
2019-11-21 09:30:00,45.55,29.53,75.75,14.27,15.56,20.05
2019-11-21 09:45:00,45.37,29.43,76.0,14.24,15.57,20.1
2019-11-21 10:00:00,45.66,29.97,75.87,14.35,15.73,20.21
2019-11-21 10:15:00,45.58,29.95,75.45,14.31,15.72,20.1
2019-11-21 10:30:00,45.71,30.03,76.0,14.36,15.82,20.2
2019-11-21 10:45:00,45.61,29.77,76.01,14.34,15.83,20.07
2019-11-21 11:00:00,45.42,29.7,75.39,14.28,15.72,19.91
2019-11-21 11:15:00,45.32,,75.49,,,
2019-11-21 13:00:00,45.27,29.69,75.76,14.23,15.68,20.07
2019-11-21 13:15:00,45.32,29.7,76.07,14.24,15.74,20.05
2019-11-21 13:30:00,45.36,29.69,75.91,14.24,15.77,20.01
2019-11-21 13:45:00,44.9,29.6,75.58,14.22,15.7,19.93
2019-11-21 14:00:00,44.86,29.58,75.54,14.21,15.67,19.94
2019-11-21 14:15:00,44.79,29.58,75.7,14.19,15.57,19.85
2019-11-21 14:30:00,44.96,29.63,75.85,14.21,15.63,19.99
2019-11-22 09:30:00,45.1,29.79,75.67,14.29,15.76,20.25
2019-11-22 09:45:00,45.37,30.17,76.66,14.38,15.92,20.58
2019-11-22 10:00:00,45.43,30.0,77.4,14.4,15.94,20.97
2019-11-22 10:15:00,45.35,29.81,77.0,14.33,15.87,21.09
2019-11-22 10:30:00,45.26,29.83,76.5,14.33,15.85,20.91
2019-11-22 10:45:00,44.85,29.68,75.3,14.24,15.6,20.34
2019-11-22 11:00:00,44.35,29.49,74.2,14.17,15.56,19.95
2019-11-22 11:15:00,44.09,29.22,72.66,,,
2019-11-22 13:00:00,43.66,29.5,72.0,14.02,15.36,19.61
2019-11-22 13:15:00,43.98,29.35,73.03,14.09,15.41,19.8
2019-11-22 13:30:00,43.96,29.34,72.99,14.08,15.38,19.69
2019-11-22 13:45:00,43.77,28.97,72.69,14.04,15.29,19.61
2019-11-22 14:00:00,43.78,29.06,72.32,14.05,15.3,19.83
2019-11-22 14:15:00,43.79,29.13,73.3,14.08,15.34,19.81
2019-11-22 14:30:00,43.89,29.17,73.13,14.15,15.34,20.3
2019-11-25 09:30:00,42.75,28.65,70.26,13.76,14.64,19.1
2019-11-25 09:45:00,43.0,29.01,71.34,13.87,14.65,19.3
2019-11-25 10:00:00,43.25,29.04,71.48,13.88,14.7,19.43
2019-11-25 10:15:00,43.35,28.8,72.4,13.9,14.78,19.5
2019-11-25 10:30:00,43.35,28.7,71.73,13.91,14.7,19.45
2019-11-25 10:45:00,43.36,28.58,71.47,13.88,14.65,19.35
2019-11-25 11:00:00,42.99,28.35,70.56,13.83,14.53,18.96
2019-11-25 11:15:00,,,,,,
2019-11-25 13:00:00,43.08,28.46,70.38,13.78,14.57,18.83
2019-11-25 13:15:00,43.22,28.53,70.7,13.77,14.6,18.79
2019-11-25 13:30:00,43.43,28.39,70.91,13.83,14.56,18.73
2019-11-25 13:45:00,43.53,28.46,71.15,13.83,14.62,18.87
2019-11-25 14:00:00,43.3,28.36,70.78,13.77,14.52,18.76
2019-11-25 14:15:00,43.36,28.24,70.76,13.79,14.49,18.56
2019-11-25 14:30:00,43.2,28.28,70.75,13.8,14.51,18.53
2019-11-26 09:30:00,44.17,28.6,71.74,13.96,14.68,19.45
2019-11-26 09:45:00,43.81,28.3,71.42,13.89,14.61,19.54
2019-11-26 10:00:00,43.67,28.22,70.81,13.85,14.56,19.51
2019-11-26 10:15:00,43.56,28.74,70.95,13.84,14.57,19.44
2019-11-26 10:30:00,43.54,28.69,70.98,13.81,14.56,19.36
2019-11-26 10:45:00,43.63,28.89,71.0,13.82,14.54,19.47
2019-11-26 11:00:00,43.69,29.02,71.25,13.78,14.58,19.47
2019-11-26 11:15:00,,28.86,71.25,,,
2019-11-26 13:00:00,43.74,28.96,71.24,13.79,14.58,19.66
2019-11-26 13:15:00,43.52,28.83,71.08,13.77,14.54,19.53
2019-11-26 13:30:00,43.54,28.92,71.02,13.77,14.51,19.59
2019-11-26 13:45:00,43.45,28.89,70.98,13.74,14.45,19.51
2019-11-26 14:00:00,43.52,28.94,71.32,13.76,14.54,19.62
2019-11-26 14:15:00,43.58,28.95,71.28,13.75,14.51,19.5
2019-11-26 14:30:00,43.56,29.19,71.13,13.75,14.56,19.52
2019-11-27 09:30:00,44.1,28.88,72.48,13.79,14.35,19.74
2019-11-27 09:45:00,44.06,28.69,73.65,13.77,14.44,19.82
2019-11-27 10:00:00,44.61,29.04,75.15,13.92,14.64,20.63
2019-11-27 10:15:00,44.72,29.09,74.78,13.93,14.7,20.91
2019-11-27 10:30:00,44.59,28.91,74.95,13.99,14.68,21.02
2019-11-27 10:45:00,45.39,29.04,76.29,14.2,14.82,21.5
2019-11-27 11:00:00,45.4,29.13,76.6,14.16,14.81,21.23
2019-11-27 11:15:00,45.17,29.13,75.93,,,
2019-11-27 13:00:00,45.16,29.14,75.85,14.13,14.73,21.11
2019-11-27 13:15:00,45.35,29.4,76.6,14.17,14.79,21.5
2019-11-27 13:30:00,45.16,29.51,75.9,14.13,14.75,21.2
2019-11-27 13:45:00,44.81,29.27,75.23,14.05,14.63,20.93
2019-11-27 14:00:00,44.83,29.25,75.28,14.04,14.6,20.94
2019-11-27 14:15:00,44.82,29.14,75.0,14.04,14.63,20.99
2019-11-27 14:30:00,44.88,29.2,75.23,14.04,14.62,21.08
2019-11-28 09:30:00,44.62,28.78,75.66,13.99,14.58,21.1
2019-11-28 09:45:00,44.93,28.76,76.85,14.05,14.59,21.07
2019-11-28 10:00:00,44.73,28.7,77.01,14.04,14.54,21.01
2019-11-28 10:15:00,44.54,28.46,77.81,14.01,14.5,21.2
2019-11-28 10:30:00,44.75,28.73,77.97,14.08,14.56,21.47
2019-11-28 10:45:00,44.77,28.8,77.65,14.07,14.52,21.24
2019-11-28 11:00:00,44.71,28.59,77.53,14.06,14.59,21.2
2019-11-28 11:15:00,44.68,,76.78,,,
2019-11-28 13:00:00,44.66,28.29,77.18,13.98,14.5,21.18
2019-11-28 13:15:00,44.6,28.37,76.56,13.97,14.49,21.11
2019-11-28 13:30:00,44.58,28.43,76.81,14.0,14.44,21.06
2019-11-28 13:45:00,44.4,28.36,76.68,13.97,14.43,21.06
2019-11-28 14:00:00,44.32,28.42,76.88,13.97,14.41,20.93
2019-11-28 14:15:00,44.48,28.49,76.99,13.96,14.44,20.96
2019-11-28 14:30:00,44.41,28.49,76.84,13.91,14.36,20.92
2019-11-29 09:30:00,44.58,28.6,77.27,14.06,14.61,21.2
2019-11-29 09:45:00,44.66,28.22,77.42,14.07,14.64,20.87
2019-11-29 10:00:00,44.75,28.37,77.13,14.09,14.65,20.77
2019-11-29 10:15:00,44.55,28.25,76.5,14.06,14.66,20.68
2019-11-29 10:30:00,44.6,28.18,77.46,14.09,14.72,20.86
2019-11-29 10:45:00,44.48,28.17,77.0,14.05,14.68,20.81
2019-11-29 11:00:00,44.48,28.38,76.38,14.07,14.63,20.69
2019-11-29 11:15:00,44.44,28.34,76.41,,,
2019-11-29 13:00:00,44.36,28.07,76.95,14.03,14.53,20.57
2019-11-29 13:15:00,44.25,27.98,76.51,13.95,14.54,20.53
2019-11-29 13:30:00,44.33,28.01,77.05,14.02,14.59,20.62
2019-11-29 13:45:00,44.52,28.01,77.15,14.02,14.6,20.64
2019-11-29 14:00:00,44.43,28.02,77.1,14.01,14.58,20.45
2019-11-29 14:15:00,44.6,28.29,77.71,14.1,14.64,20.63
2019-11-29 14:30:00,44.78,28.24,77.67,14.1,14.65,20.75
2019-12-02 09:30:00,45.18,28.0,80.15,14.43,15.26,21.13
2019-12-02 09:45:00,45.3,27.98,81.3,14.45,15.28,21.2
2019-12-02 10:00:00,45.3,28.09,80.6,14.43,15.32,21.12
2019-12-02 10:15:00,45.69,28.47,81.01,14.57,15.53,21.37
2019-12-02 10:30:00,45.56,28.38,80.68,14.54,15.58,21.42
2019-12-02 10:45:00,45.43,28.27,79.95,14.47,15.44,21.21
2019-12-02 11:00:00,45.46,28.49,80.03,14.5,15.5,21.26
2019-12-02 11:15:00,45.6,,80.12,,,
2019-12-02 13:00:00,45.5,28.42,79.03,14.47,15.4,21.16
2019-12-02 13:15:00,45.17,28.31,78.91,14.38,15.37,21.02
2019-12-02 13:30:00,45.17,28.44,78.85,14.4,15.35,21.01
2019-12-02 13:45:00,45.11,28.3,79.0,14.4,15.39,20.94
2019-12-02 14:00:00,45.1,28.38,79.5,14.4,15.39,20.99
2019-12-02 14:15:00,45.0,28.36,78.87,14.4,15.41,20.91
2019-12-02 14:30:00,45.12,28.28,79.41,14.41,15.46,20.96
2019-12-03 09:30:00,45.32,28.61,79.31,14.37,15.42,20.9
2019-12-03 09:45:00,45.0,28.14,78.79,14.39,15.41,20.89
2019-12-03 10:00:00,44.94,28.05,78.88,14.41,15.42,20.9
2019-12-03 10:15:00,45.14,28.21,78.89,14.43,15.45,21.08
2019-12-03 10:30:00,44.82,28.24,78.61,14.37,15.39,21.04
2019-12-03 10:45:00,44.65,28.06,78.6,14.27,15.37,20.74
2019-12-03 11:00:00,44.9,28.05,78.93,14.3,15.35,20.84
2019-12-03 11:15:00,45.05,28.2,79.5,,,
